id,old_title,old_slug,old_category,action,new_title,new_slug,new_category,seo_description,duplicate_of
e593ff2d-027f-4e79-967c-66046775d197,The Future of Human Connection,loneliness-chronic-illness-health-barriers-social-connection,"Loneliness, Social Connection & Belonging",RETITLE,How Chronic Illness Creates Loneliness and Social Isolation,how-chronic-illness-creates-loneliness-and-social-isolation,Relationships & Social Health,"Why chronic illness leads to profound isolation, how pain and unpredictable symptoms strain friendships, and where to find community that understands.",
e5abdf38-52d0-45d9-a05d-ac5ca6646bb4,Online Trauma,collective-trauma-communities-share-wound,Trauma-Informed Education & Healing,RETITLE,Collective Trauma: When Communities Share a Wound,collective-trauma-when-communities-share-a-wound,Trauma & PTSD,"How events like pandemics, mass shootings, and disasters create collective trauma, disrupt social cohesion, and what communal healing looks like.",
e5b86ed1-b115-4593-ab85-d29443d05ff8,Identity-Based Habits,environment-design-habit-formation,"Habits, Motivation & Behavior Change",RETITLE,How Environment Design Shapes Habits and Behavior,how-environment-design-shapes-habits-and-behavior,Workplace & Academic,Research shows your surroundings drive more behavior than willpower — how to intentionally design spaces that make healthy habits automatic.,
e5e5f452-a8e6-47ce-ad6b-9f2a9489e047,The Psychology of Office Politics,why-high-achievers-vulnerable-burnout,"Work, Productivity & Burnout",RETITLE,Why High Achievers Are Most Vulnerable to Burnout,why-high-achievers-are-most-vulnerable-to-burnout,Workplace & Academic,"The traits that drive high achievement — conscientiousness, perfectionism, intrinsic motivation — are the same traits that make burnout more likely.",
e618e2e3-c72f-4e36-9de0-cffd57ee51bc,What Is Attachment Theory and Why Does It Matter,four-horsemen-communication-what-kills-relationships-gottman-research,Relationships & Communication,RETITLE,Gottman's Four Horsemen: Communication Patterns That End Relationships,gottmans-four-horsemen-communication-patterns-that-end-relationships,Relationships & Social Health,"Gottman's four decades of research identified criticism, contempt, defensiveness, and stonewalling as the patterns that most reliably predict divorce.",
e72131bb-b149-4a15-9b59-eb3136aad169,"Food, Culture, and Mental Health",anti-stigma-campaigns-what-works,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,What Actually Works in Mental Health Anti-Stigma Campaigns,what-actually-works-in-mental-health-anti-stigma-campaigns,Global & Cultural Mental Health,"Evidence-based research on which anti-stigma strategies reduce mental illness stigma, from contact-based interventions to structural policy change.",
e7befc25-d297-4ca0-98f1-7c1f9aed582a,Insomnia and Anxiety,preventing-burnout-organizational-vs-individual-strategies,"Anxiety, Stress & Overwhelm",RETITLE,Burnout Prevention: Organizational vs. Individual Strategies,burnout-prevention-organizational-vs-individual-strategies,Workplace & Academic,Burnout is primarily a systemic problem — why individual coping alone is insufficient and what organizational changes are needed to address root causes.,
e835f9ad-6459-48dd-9f26-8088fa09d23e,Belonging,measuring-loneliness-ucla-scale-what-your-score-means,"Loneliness, Social Connection & Belonging",RETITLE,Measuring Loneliness with the UCLA Loneliness Scale,measuring-loneliness-with-the-ucla-loneliness-scale,Relationships & Social Health,"How the UCLA Loneliness Scale works, what it measures, and how to interpret results to understand perceived social isolation over time.",
e90d3cc4-ce6c-487a-a6e2-8db44850d01a,Trauma and Chronic Illness,nature-supports-trauma-recovery-ecotherapy-green-space,Trauma-Informed Education & Healing,RETITLE,How Nature and Ecotherapy Support Trauma Recovery,how-nature-and-ecotherapy-support-trauma-recovery,Trauma & PTSD,Research shows green spaces reduce cortisol and PTSD symptoms — how forest bathing and ecotherapy help calm the nervous system after trauma.,
e9564688-3d69-4a58-b54b-bac8f0cf008d,"Lust, Liking, and Love",maintaining-friendships-life-busy,Relationships & Communication,RETITLE,Maintaining Friendships When Life Gets Busy,maintaining-friendships-when-life-gets-busy,Relationships & Social Health,"Research-backed strategies for keeping close friendships alive despite time scarcity, geographic distance, and the competing demands of adult life.",
e97ace55-ff97-4d8e-9fdd-50c567a401d1,Parental Favoritism,children-grief-how-kids-process-loss-differently,Relationships & Communication,RETITLE,How Children Grieve and Process Loss Differently Than Adults,how-children-grieve-and-process-loss-differently-than-adults,Children & Adolescents,Children express grief in short waves rather than sustained mourning — what to expect at each developmental stage and how to support a grieving child.,
e99c1faa-d5f4-45b1-be1c-131090a66703,Addiction,dissociative-identity-disorder,Understanding Mental Health Conditions,RETITLE,Understanding Dissociative Identity Disorder,understanding-dissociative-identity-disorder,Trauma & PTSD,DID involves two or more distinct identity states rooted in severe childhood trauma — how it differs from psychosis and what phase-oriented treatment involves.,
e9bb3a6e-1708-47fc-986c-b54e3ae9723d,When Compliments Feel Impossible to Receive,perfectionism-procrastination-burnout-depression,"Self-Worth, Confidence & Identity",RETITLE,"How Perfectionism Leads to Procrastination, Burnout, and Depression",how-perfectionism-leads-to-procrastination-burnout-and-depression,Self-Esteem & Identity,"Perfectionism's impossible standards create a cycle of avoidance, exhaustion, and self-criticism — the research link between perfectionism, burnout, and depression.",
e9c3473e-402c-4a8b-96d7-5bc09a4c5eb8,Children and Grief,grief-and-the-body,"Depression, Grief & Loss",RETITLE,Physical Symptoms of Grief and How the Body Responds to Loss,physical-symptoms-of-grief-and-how-the-body-responds-to-loss,Depression & Mood,"Grief is a full-body experience — chest tightness, immune suppression, fatigue, and digestive symptoms are all documented physical responses to bereavement.",
ea172680-d4b1-4fd7-81ef-26d49a507c7f,The Second Year of Grief,light-therapy-sad-how-it-works-evidence,"Depression, Grief & Loss",RETITLE,Light Therapy for Seasonal Affective Disorder: Evidence and How to Use It,light-therapy-for-seasonal-affective-disorder-evidence-and-how-to-use-it,Sleep & Circadian Health,"How 10,000-lux bright light therapy regulates circadian rhythms, suppresses melatonin, and boosts serotonin to treat seasonal depression as effectively as medication.",
ea9d6d76-dfe3-4191-85f1-4e8c76572425,The Habit of Sleep,minimum-effective-dose-smallest-routine,"Habits, Motivation & Behavior Change",RETITLE,The Minimum Effective Dose: Building a Sustainable Daily Routine,minimum-effective-dose-building-a-sustainable-daily-routine,Workplace & Academic,Consistency beats intensity — how to identify the smallest daily routine that still produces meaningful mental health benefits and stays sustainable long-term.,
eab5130c-e501-40f0-a183-42b5690da78e,Social Media and Loneliness,social-isolation-vs-perceived-isolation-lonely-in-crowd,"Loneliness, Social Connection & Belonging",RETITLE,Social Isolation vs. Perceived Loneliness: Feeling Alone in a Crowd,social-isolation-vs-perceived-loneliness-feeling-alone-in-a-crowd,Relationships & Social Health,"Loneliness is subjective — the difference between objective social isolation and feeling disconnected despite being surrounded by people, and why both harm health.",
eb278d61-532d-411a-8df2-181a49633dae,Multicultural Identities,racial-trauma-psychological-impact-racism-mental-health,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Racial Trauma and the Psychological Impact of Racism,racial-trauma-and-the-psychological-impact-of-racism,Trauma & PTSD,"Race-based traumatic stress from discrimination, microaggressions, and vicarious racism can produce PTSD-like symptoms — what racial trauma is and how it harms mental health.",
eb2fb349-cb09-42d1-ab0a-62a2b45f29a1,Hormones and Women's Mental Health,men-after-divorce-the-mental-health-impact-of-separation,Men's Mental Health,RETITLE,Mental Health Risks for Men After Divorce,mental-health-risks-for-men-after-divorce,Life Transitions & Crises,"Divorce dramatically increases suicide risk, depression, and alcohol use disorder in men — here's why separation hits men so hard and what helps.",
ebab753b-6c81-4673-b7e2-a1aa696f9f33,Siblings and Rivalry,long-term-mental-health-outcomes-children-divorce,Relationships & Communication,RETITLE,How Divorce Affects Children's Long-Term Mental Health,how-divorce-affects-childrens-long-term-mental-health,Children & Adolescents,"Research shows most children of divorce adjust well as adults, with outcomes shaped more by parental conflict than the divorce itself.",
ebb22384-89b3-4c35-84cb-64d1269a8054,Healing From Trauma,flashbacks-explained-brain-during-trauma-memory,Trauma-Informed Education & Healing,RETITLE,What Happens in the Brain During a PTSD Flashback,what-happens-in-the-brain-during-a-ptsd-flashback,Trauma & PTSD,Flashbacks in PTSD cause the brain to re-experience trauma as if it's happening now — learn what drives this and how to manage it.,
ebf3ffcc-8a35-43de-9527-cc859e38cf7d,Heart Palpitations and Anxiety,recovery-from-burnout-what-science-says-about-how-long-it-actually-takes,"Anxiety, Stress & Overwhelm",RETITLE,How Long Burnout Recovery Actually Takes,how-long-burnout-recovery-actually-takes,Workplace & Academic,"Research shows burnout recovery takes months, not days — understand the realistic timeline and what makes full recovery possible.",
ec0f1cac-70c1-437b-9746-c605767cfb51,Therapy Isn't Working,mood-stabilizers-medications-bipolar-disorder-mood-regulation,"Therapy, Treatment & Mental Health Navigation",RETITLE,Mood Stabilizers for Bipolar Disorder Explained,mood-stabilizers-for-bipolar-disorder-explained,Therapy & Treatment,"A guide to mood stabilizers — including lithium, anticonvulsants, and atypical antipsychotics — used to treat bipolar disorder.",
ec198f23-3448-4889-8ad4-023f5bccd438,Complicated Grief,dual-process-model-grief,"Depression, Grief & Loss",RETITLE,The Dual Process Model of Grief,the-dual-process-model-of-grief,Life Transitions & Crises,The Dual Process Model shows healthy grief oscillates between confronting loss and re-engaging with life — not progressing through fixed stages.,
ec689e30-b991-4b2e-af59-d63c1622bb25,Introverts and Friendship,partners-different-needs-navigating-incompatibility,Relationships & Communication,RETITLE,Navigating Mismatched Needs in Relationships,navigating-mismatched-needs-in-relationships,Relationships & Social Health,"When partners have conflicting needs around sex, socializing, or lifestyle, research shows many couples can bridge the gap through honest negotiation.",
ec901640-e6a7-4629-98de-62c981c3c3f9,Catastrophizing,living-well-with-anxiety-what-long-term-management-really-looks-like,"Anxiety, Stress & Overwhelm",RETITLE,What Long-Term Anxiety Management Really Looks Like,what-long-term-anxiety-management-really-looks-like,Anxiety & Stress,Living well with anxiety means building a life where anxiety exists but doesn't dominate — research redefines recovery beyond symptom elimination.,
ec9ae018-4437-4cb2-84f1-aa6a2be496bd,The Role of Sleep in Stress Recovery,the-nervous-stomach-why-anxiety-targets-your-gut,"Anxiety, Stress & Overwhelm",RETITLE,Why Anxiety Causes Digestive Problems,why-anxiety-causes-digestive-problems,Anxiety & Stress,"The gut-brain axis explains why anxiety triggers stomach churning, diarrhea, and digestive distress — and what can help settle the nervous gut.",
ed1dc55e-c349-4af6-b401-ba897d04d12a,Transcendence,the-spoonie-community-finding-connection-through-shared-illness-experience,"Chronic Illness, Pain & Medical Psychology",RETITLE,The Spoonie Community and Chronic Illness Peer Support,the-spoonie-community-and-chronic-illness-peer-support,Global & Cultural Mental Health,The spoonie community offers millions with chronic illness a shared identity and peer support network that reduces depression and anxiety.,
